Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google selfuct Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Busbee McQuade-men,terry-tee-white,the terry tee - white,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>product details micro french terry cloth crew neck tee raw hem sleeves 95 cotton 5 spandex made in Los Angeles California fabric from USA garment pre shrunk the best feeling most unique t shirt size amp fit classic fit true to size model is wearing a size large model s measurements height 6 0 size guide fit questions text us 213 536 9662 or email us garment care machine wash cold cycle with other like colors tumble dry low do not dry on high low iron if needed color is as shown in the photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee McQuade-men,,"busbeemcquede, men,  low to high, collection, l, m, men, new arrivals, new arrivals men, newest, s, tees, tees men, terry tee, tops, white, xl, xs, xxl",,Title,Default Title,Link,https://busbeemcquade.com/products/terry-tee-white,Sizes,"S,M,L,XL,XXL|S,L,XL,XXL",,186,,deny,manual,60.00,,True,True,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0527_copy.jpg?v=1557592947,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0538_copy.jpg?v=1557592947,2
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0547_copy.jpg?v=1557592947,3
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0556_copy.jpg?v=1557592947,4
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0560_copy.jpg?v=1557592947,5
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0564_copy.jpg?v=1557592947,6
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/White_-_Terry_Tee_Fabric_3-4.jpg?v=1557592947,7
Busbee McQuade-men,terry-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/P_11.jpg?v=1557592947,8
Busbee McQuade-men,terry-tee-kenji,the terry tee - kenji,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>product details micro french terry cloth crew neck tee raw hem sleeves 95 cotton 5 spandex made in Los Angeles California fabric from USA garment pre shrunk the best feeling most unique t shirt size amp fit classic fit true to size model is wearing a size large model s measurements height 6 0 size guide fit questions text us 213 536 9662 or email us garment care machine wash cold cycle with other like colors tumble dry low do not dry on high low iron if needed color is as shown in the photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee McQuade-men,,"busbeemcquede, men,  low to high, kenji, l, m, men, new arrivals, new arrivals men, newest, s, tees, tees men, terry tee, tops, xl, xxl",,Title,Default Title,Link,https://busbeemcquade.com/products/terry-tee-kenji,Sizes,"S,M,L,XL,XXL|S,L,XL,XXL",,186,,deny,manual,60.00,,True,True,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0627_copy.jpg?v=1557591415,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0638_copy.jpg?v=1557591415,2
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0641_copy.jpg?v=1557591415,3
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0672_copy.jpg?v=1557591415,4
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0679_copy.jpg?v=1557591415,5
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_0684_copy.jpg?v=1557591415,6
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Kenji_-_Terry_Tee_Fabric_3-4.jpg?v=1557591415,7
Busbee McQuade-men,terry-tee-kenji,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/Terry_Tee_-_Kenji_4_3.jpg?v=1557591415,8
Busbee McQuade-men,busbee-tee-off-white,the busbee tee - off white,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>product details classic fit french terry tee reverse high loop thin towel feel raw edge hem and sleeves 100 cotton made in Los Angeles California fabric from USA garment pre shrunk a one of a kind tee size amp fit classic fit true to size model is wearing a size medium model s measurements height 6 0 size guide fit questions text us 213 536 9662 or email us garment care machine wash cold cycle with other like colors tumble dry low do not dry on high low iron if needed color is as shown in the photos</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Click buy for more sizing information.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>We are proud to offer FREE 3 Day Shipping for all orders over $99. Orders under this amount still enjoy 2 Day Shipping but are charged a flat rate of $5. Next day shipping are charged a flat rate of $20We accept returns within 30 days of your purchase for a full refund. All return items must be unworn, unwashed and undamaged with original tags still intact and in the original poly bags.</sectionBody></section></sections>",Busbee McQuade-men,,"busbeemcquede, men, busbee tee, l, m, men, new arrivals, new arrivals men, newest, off white, resort 19 men, resort 20, s, tees, tees men, tops, white, xl, xxl",,Title,Default Title,Link,https://busbeemcquade.com/products/busbee-tee-off-white,Sizes,"S,M,L,XL,XXL|",,204,,deny,manual,60.00,,True,True,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1591_copy.jpg?v=1557789391,1,,FALSE,,,,,,,,,,,,,,,,,,,
Busbee McQuade-men,busbee-tee-off-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0087/9706/1216/products/AB_1596_copy.jpg?v=1557789391,2
